id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude,box_type,city_abbr,street,note
4554392,ParcelBox,True,2025-05-04T14:14:40.547,PBOX KVE Školní (Šerý),Free,49.600366888,18.1378875,PBOX,KVE,Školní,Šerý
4554393,ParcelBox,True,2025-05-03T16:14:49.257,PBOX JBV Alej míru (Potravin),Free,49.571678111,18.758880611,PBOX,JBV,Alej míru,Potravin
4554394,ParcelBox,True,2025-05-03T14:14:57.33,PBOX HVV Marie Pujmanové (Potravin),Free,49.794089194,18.397363888,PBOX,HVV,Marie Pujmanové,Potravin
4554399,ParcelBox,True,2025-05-03T12:34:44.897,PBOX FYK Holešovská (ZDV),Free,49.2879325,17.68087,PBOX,FYK,Holešovská,ZDV
4554400,ParcelBox,True,2025-05-04T17:14:42.653,PBOX PRV Teličkova (LEON),Free,49.465221694,17.441775305,PBOX,PRV,Teličkova,LEON
4554401,ParcelBox,True,2025-05-03T09:14:43.237,PBOX BPE Biskupice (COOP),Free,49.084468888,17.709432805,PBOX,BPE,Biskupice,COOP
4555939,ParcelBox,True,2025-05-02T17:54:51.163,PBOX RYE Rokytnice (Obec),Free,49.4636275,17.379537805,PBOX,RYE,Rokytnice,Obec
4555941,ParcelBox,True,2025-05-02T17:14:56.41,PBOX VBY Vrbátky (U Hrušky),Free,49.508438611,17.200113305,PBOX,VBY,Vrbátky,U Hrušky
4555946,ParcelBox,True,2025-05-04T14:34:48.017,PBOX SLT Slatinice (Obec),Free,49.562857194,17.104065,PBOX,SLT,Slatinice,Obec
4555951,ParcelBox,True,2025-05-04T10:14:42.387,PBOX BRN Vodní (Večerka),Free,49.189778111,16.60412,PBOX,BRN,Vodní,Večerka
4555952,ParcelBox,True,2025-05-04T10:54:45.617,PBOX TIV Horova (Skleník),Free,49.341416111,16.4325,PBOX,TIV,Horova,Skleník
4555961,ParcelBox,True,2025-05-02T12:07:50.647,PBOX PRG Prosecká (Prosek),Free,50.117284388,14.496407194,PBOX,PRG,Prosecká,Prosek
4556206,ParcelBox,True,2025-05-03T19:34:51.907,PBOX PCY Lipárky (Jednota),Free,49.260373888,15.235740805,PBOX,PCY,Lipárky,Jednota
4556207,ParcelBox,True,2025-05-04T11:14:46.597,PBOX KNU Za kultur.domem (COOP),Free,49.299138888,15.071456388,PBOX,KNU,Za kultur.domem,COOP
4556208,ParcelBox,True,2025-05-02T18:34:57.233,PBOX HNS Hořice na Šum (Městys),Free,48.767539388,14.180566888,PBOX,HNS,Hořice na Šum,Městys
4556316,ParcelBox,True,2025-04-30T07:15:26.41,PBOX DES Krkonošská (Město),Free,50.755979194,15.313674194,PBOX,DES,Krkonošská,Město
4556317,ParcelBox,True,2025-05-02T19:35:01.867,PBOX LOV Osvoboditelů (Potravin),Free,50.515896111,14.049952805,PBOX,LOV,Osvoboditelů,Potravin
4556318,ParcelBox,True,2025-05-04T11:54:45.473,PBOX LOV Dlouhá (Bowling),Free,50.516826111,14.047362805,PBOX,LOV,Dlouhá,Bowling
4556319,ParcelBox,True,2025-05-04T09:54:38.093,PBOX CMC Ústecká (Potravin),Free,50.69828,13.94167,PBOX,CMC,Ústecká,Potravin
4556320,ParcelBox,True,2025-04-28T10:37:02.983,PBOX CLP Máchova (RD),Free,50.676316111,14.545735611,PBOX,CLP,Máchova,RD
4556321,ParcelBox,True,2025-05-03T10:14:50.633,PBOX SIN nám.Mezi Šenky (MasoELVA),Free,49.089426888,17.872888305,PBOX,SIN,nám.Mezi Šenky,MasoELVA
4556323,ParcelBox,True,2025-05-04T16:14:50.867,PBOX LUE Ludkovice (COOP),Free,49.114010611,17.726611111,PBOX,LUE,Ludkovice,COOP
4556324,ParcelBox,True,2025-05-03T18:54:41.857,PBOX BBE Babice (Fotbal),Free,49.119609694,17.478444694,PBOX,BBE,Babice,Fotbal
4556326,ParcelBox,True,2025-05-03T17:34:41.47,PBOX SMU nám.Tomáše Bati (Hochtief),Free,49.377124194,14.700494388,PBOX,SMU,nám.Tomáše Bati,Hochtief
4556327,ParcelBox,True,2025-05-04T15:54:47.793,PBOX TBN Nádražní (COOP),Free,49.011907194,14.758894694,PBOX,TBN,Nádražní,COOP
4556328,ParcelBox,True,2025-05-03T12:14:48.597,PBOX ONE Obecnice (Obec),Free,49.716369388,13.949352194,PBOX,ONE,Obecnice,Obec
4556329,ParcelBox,True,2025-04-30T21:34:55.34,PBOX CAY Chaloupky (Obec),Free,49.790488888,13.871585,PBOX,CAY,Chaloupky,Obec
4556330,ParcelBox,True,2025-05-02T18:55:14.793,PBOX PBM Balbínova (Ulita),Free,49.686598111,14.021582805,PBOX,PBM,Balbínova,Ulita
4556331,ParcelBox,True,2025-05-03T10:14:50.89,PBOX LNS Sázavská (Atos),Free,49.695953111,15.272221388,PBOX,LNS,Sázavská,Atos
4556332,ParcelBox,True,2025-05-02T19:15:05.337,PBOX MOE Školní (Město),Free,49.427928611,14.034991694,PBOX,MOE,Školní,Město
4556333,ParcelBox,True,2025-04-26T04:38:00.617,PBOX TNA Trnava (Kratochv),Free,49.254169694,15.923351111,PBOX,TNA,Trnava,Kratochv
4556336,ParcelBox,True,2025-05-03T17:54:53.757,PBOX KMV Buzulucká (Městys),Free,49.809351388,13.858476111,PBOX,KMV,Buzulucká,Městys
4556337,ParcelBox,True,2025-05-02T17:54:52.1,PBOX BSC Družstevní (město),Free,49.734626388,14.665842805,PBOX,BSC,Družstevní,město
4556338,ParcelBox,True,2025-05-02T17:34:55.847,PBOX RNK Zborovská (katastr),Free,50.16342,16.278779694,PBOX,RNK,Zborovská,katastr
4556339,ParcelBox,True,2025-05-03T09:14:44.22,PBOX ZSU nám. Míru (HOTEL),Free,49.743378888,15.089468888,PBOX,ZSU,nám. Míru,HOTEL
4556340,ParcelBox,True,2025-05-02T15:15:09.45,PBOX KNU Pelhřimovská (ČS),Free,49.307036388,15.075832805,PBOX,KNU,Pelhřimovská,ČS
4556341,ParcelBox,True,2025-05-02T15:35:25.077,PBOX VRY Čáslavská (Hřiště),Free,49.927568611,15.449333805,PBOX,VRY,Čáslavská,Hřiště
4556343,ParcelBox,True,2025-04-30T07:15:27.627,PBOX ZBV Šlapalova (Potravin),Free,49.221822805,16.291955305,PBOX,ZBV,Šlapalova,Potravin
4556344,ParcelBox,True,2025-05-02T15:55:00.22,PBOX ZMY Dukelská (Parkoviš),Free,49.952464388,15.036301111,PBOX,ZMY,Dukelská,Parkoviš
4556345,ParcelBox,True,2025-05-02T17:34:56.107,PBOX PRG Šafránkova (office),Free,50.057236388,14.337684388,PBOX,PRG,Šafránkova,office
4556347,ParcelBox,True,2025-05-04T13:14:44.657,PBOX NCC Roubíčkov (Hřiště),Free,49.612415611,14.90788,PBOX,NCC,Roubíčkov,Hřiště
4556348,ParcelBox,True,2025-05-04T10:34:48.983,PBOX SMY Na Mýtě (HASECZ),Free,50.602187194,15.330776888,PBOX,SMY,Na Mýtě,HASECZ
4556349,ParcelBox,True,2025-05-03T08:54:42.673,PBOX NVE Muzejní (Městys),Free,49.815703888,14.519385305,PBOX,NVE,Muzejní,Městys
4556351,ParcelBox,True,2025-05-04T13:34:39.707,PBOX LIB nám.Míru (Škola),Free,50.789527805,15.067262194,PBOX,LIB,nám.Míru,Škola
4556352,ParcelBox,True,2025-05-03T07:34:46.97,PBOX KCK Mikuláše Střely (penzion),Free,49.690941388,15.841431694,PBOX,KCK,Mikuláše Střely,penzion
4556353,ParcelBox,True,2025-05-04T10:14:43.743,PBOX TEP Bohosudovská (Obchod),Free,50.661668611,13.854066888,PBOX,TEP,Bohosudovská,Obchod
4556354,ParcelBox,True,2025-05-04T14:54:41.823,PBOX SCL Suchdol (obchod),Free,49.952323111,15.166813111,PBOX,SCL,Suchdol,obchod
4556356,ParcelBox,True,2025-05-04T17:14:44.52,PBOX PBV Příkopy,Free,49.576357,15.74162,PBOX,PBV,Příkopy,
4556357,ParcelBox,True,2025-04-26T04:38:01.62,PBOX CRC Jiráskova (Obec),Free,50.362194694,13.847335,PBOX,CRC,Jiráskova,Obec
4556359,ParcelBox,True,2025-05-03T12:34:46.463,PBOX TVD Palackého (COOP),Free,50.73702,15.298213305,PBOX,TVD,Palackého,COOP
4556360,ParcelBox,True,2025-05-04T10:54:47.11,PBOX KSR Míru (KM Prona),Free,49.187523111,14.84561,PBOX,KSR,Míru,KM Prona
4556365,ParcelBox,True,2025-05-04T16:34:51.99,PBOX VSN Jiráskova (Rýza),Free,49.341554388,17.98723,PBOX,VSN,Jiráskova,Rýza
4558644,ParcelBox,True,2025-05-02T15:55:01.21,PBOX RYE Rokytnice (Potravin),Free,49.066718305,17.916458305,PBOX,RYE,Rokytnice,Potravin
4558645,ParcelBox,True,2025-05-02T08:21:39.113,PBOX KNV U Dýhárny (Benzina),Free,50.241628111,14.329263888,PBOX,KNV,U Dýhárny,Benzina
4558646,ParcelBox,True,2025-05-02T20:35:17.817,PBOX KVT Křivoklát (Benzina),Free,50.0372525,13.877645805,PBOX,KVT,Křivoklát,Benzina
4558647,ParcelBox,True,2025-05-02T10:36:16.633,PBOX BON U Berounky (BUS),Free,49.974083888,14.075450305,PBOX,BON,U Berounky,BUS
4558648,ParcelBox,True,2025-05-04T15:54:49.263,PBOX KNV Mostní (NEMO),Free,50.242720611,14.312183611,PBOX,KNV,Mostní,NEMO
4558649,ParcelBox,True,2025-05-04T17:14:45.24,PBOX PRG Opatovská (metrHáje),Free,50.030796388,14.528208611,PBOX,PRG,Opatovská,metrHáje
4558667,ParcelBox,True,2025-04-26T04:38:02.81,PBOX HKR Bratří Štefanů (Terno),Free,50.218373111,15.877427805,PBOX,HKR,Bratří Štefanů,Terno
4558668,ParcelBox,True,2025-05-02T09:56:14.427,PBOX KNK Střížovická,Free,49.122033888,15.189136694,PBOX,KNK,Střížovická,
4558669,ParcelBox,True,2025-05-03T08:34:52.893,PBOX HML Na Návsi,Free,48.938216388,14.427943111,PBOX,HML,Na Návsi,
4558670,ParcelBox,True,2025-05-04T11:34:45.093,PBOX PDI Podlesí (Obec),Free,49.68548,13.982834194,PBOX,PDI,Podlesí,Obec
4558671,ParcelBox,True,2025-05-02T17:14:58.75,PBOX BRE Hlubyňská (Město),Free,49.558704388,13.946269694,PBOX,BRE,Hlubyňská,Město
4558672,ParcelBox,True,2025-05-01T10:15:40.183,PBOX CLY Chvalšiny (COOP),Free,48.855313111,14.210005805,PBOX,CLY,Chvalšiny,COOP
4558673,ParcelBox,True,2025-05-02T14:15:14.39,PBOX SIZ nádraží (COOP),Free,48.774436694,14.467310611,PBOX,SIZ,nádraží,COOP
4558676,ParcelBox,True,2025-05-01T20:55:38.137,PBOX HPL Náměstí,Free,48.765860805,14.031895611,PBOX,HPL,Náměstí,
4558677,ParcelBox,True,2025-05-03T19:14:51.85,PBOX HNV Potoční,Free,49.057556694,14.4259475,PBOX,HNV,Potoční,
4558680,ParcelBox,True,2025-05-02T12:16:13.04,PBOX DTN Dolní Třebonín,Free,48.855340611,14.409703305,PBOX,DTN,Dolní Třebonín,
4558682,ParcelBox,True,2025-04-26T04:38:03.387,PBOX DZA Dolní Rožínka (COOP),Free,49.476841888,16.209338888,PBOX,DZA,Dolní Rožínka,COOP
4558686,ParcelBox,True,2025-05-02T13:35:09.19,PBOX SSU Štěpánov n.Sv. (COOP),Free,49.505172805,16.340246388,PBOX,SSU,Štěpánov n.Sv.,COOP
4558689,ParcelBox,True,2025-05-01T18:35:37.813,PBOX DLN Dalečín (COOP),Free,49.591558888,16.240880611,PBOX,DLN,Dalečín,COOP
4558691,ParcelBox,True,2025-05-04T13:54:41.67,PBOX ZNS Žitná (COOP),Free,49.570904694,15.946553305,PBOX,ZNS,Žitná,COOP
4559795,ParcelBox,True,2025-05-04T09:54:40.56,PBOX ZAH Na Hejtmance (U Rytíře),Free,49.8848,16.88122,PBOX,ZAH,Na Hejtmance,U Rytíře
4559806,ParcelBox,True,2025-05-03T07:34:48.79,PBOX MUD Malý Újezd (Obec),Free,50.331619694,14.534085,PBOX,MUD,Malý Újezd,Obec
4559809,ParcelBox,True,2025-05-04T11:34:45.837,PBOX PHY 5.května (POHL),Free,50.188080805,14.110781388,PBOX,PHY,5.května,POHL
4559811,ParcelBox,True,2025-05-03T12:34:48.193,PBOX BSV V Dubinách (Obec),Free,50.101096388,14.092190611,PBOX,BSV,V Dubinách,Obec
4559813,ParcelBox,True,2025-05-04T15:14:45.337,PBOX PLK Písková Lhota (Obec),Free,50.367072194,14.878094388,PBOX,PLK,Písková Lhota,Obec
4559814,ParcelBox,True,2025-04-26T04:38:04.377,PBOX JUP Spartakiádní (Sokol),Free,49.896600805,14.498683888,PBOX,JUP,Spartakiádní,Sokol
4559815,ParcelBox,True,2025-05-03T09:34:48.723,PBOX PSC Školní (Obec),Free,49.805595611,16.114730805,PBOX,PSC,Školní,Obec
4559816,ParcelBox,True,2025-05-03T14:15:01.203,PBOX DVE K Pivovaru (Petrol),Free,49.888905805,14.395259194,PBOX,DVE,K Pivovaru,Petrol
4560161,ParcelBox,True,2025-05-04T13:14:46.877,PBOX PRG Leopoldova (Potravin),Free,50.038551111,14.51169,PBOX,PRG,Leopoldova,Potravin
4560165,ParcelBox,True,2025-05-02T20:14:58.517,PBOX CKC Náchodská (HDB),Free,50.471355611,16.106425,PBOX,CKC,Náchodská,HDB
4560166,ParcelBox,True,2025-04-30T10:56:40.313,PBOX CBE Kaliště (Zmrzlina),Free,48.965223888,14.576466111,PBOX,CBE,Kaliště,Zmrzlina
4560167,ParcelBox,True,2025-04-26T04:38:04.65,PBOX NYM Za Žoskou (MAGNA),Free,50.202260805,15.042701111,PBOX,NYM,Za Žoskou,MAGNA
4560168,ParcelBox,True,2025-04-29T18:15:35.35,PBOX CMI Osvobození (HDB),Free,50.284338611,16.052153305,PBOX,CMI,Osvobození,HDB
4560170,ParcelBox,True,2025-05-03T21:14:55.577,PBOX OPV Lepařova (BENE),Free,49.940445805,17.894529388,PBOX,OPV,Lepařova,BENE
4560171,ParcelBox,True,2025-05-03T12:34:48.537,PBOX BUL Cihelní (Hruška),Free,49.985349388,17.456883111,PBOX,BUL,Cihelní,Hruška
4560172,ParcelBox,True,2025-05-03T09:34:49.037,PBOX LPL Lhota pod Libča (Obec),Free,50.171593888,15.697268611,PBOX,LPL,Lhota pod Libča,Obec
4560174,ParcelBox,True,2025-05-01T12:55:33.127,PBOX LBN Lindnerova (zastávka),Free,50.37443,15.21604,PBOX,LBN,Lindnerova,zastávka
4560175,ParcelBox,True,2025-05-02T05:36:41.167,PBOX HKR Kladská (Autosalo),Free,50.218742194,15.863106388,PBOX,HKR,Kladská,Autosalo
4560177,ParcelBox,True,2025-05-04T11:54:48.623,PBOX TIV Dvořákova (Trio),Free,49.348189388,16.429362194,PBOX,TIV,Dvořákova,Trio
4560178,ParcelBox,True,2025-05-02T16:55:05.547,PBOX SNE Studnice (Obec),Free,50.422731888,16.091597805,PBOX,SNE,Studnice,Obec
4560179,ParcelBox,True,2025-05-03T16:14:54.073,PBOX TEV Svatoján. náves (náves),Free,49.970806111,14.693015805,PBOX,TEV,Svatoján. náves,náves
4560182,ParcelBox,True,2025-05-04T14:54:44.173,PBOX PNS Pražská (Franz ag),Free,49.839188111,14.674567194,PBOX,PNS,Pražská,Franz ag
4560183,ParcelBox,True,2025-05-02T17:15:00.49,PBOX LLE Lipová-lázně (parkovi.),Free,50.228011388,17.136036888,PBOX,LLE,Lipová-lázně,parkovi.
4560184,ParcelBox,True,2025-05-04T11:34:46.537,PBOX MLB Jičínská (CTS),Free,50.410206111,14.9256675,PBOX,MLB,Jičínská,CTS
4560185,ParcelBox,True,2025-05-03T17:54:56.687,PBOX MLB Havlíčkova (Kaufland),Free,50.425097194,14.910223111,PBOX,MLB,Havlíčkova,Kaufland
4560186,ParcelBox,True,2025-05-01T21:55:14.567,PBOX HKR Machkova (FOMEI),Free,50.188156888,15.830056694,PBOX,HKR,Machkova,FOMEI
4560188,ParcelBox,True,2025-05-02T14:35:21.597,PBOX RNK Štemberkova (AQUA),Free,50.155091888,16.279863611,PBOX,RNK,Štemberkova,AQUA
4560189,ParcelBox,True,2025-05-02T14:35:21.637,PBOX VMK Dvořákova (HDB),Free,50.114014388,16.275521888,PBOX,VMK,Dvořákova,HDB
4560193,ParcelBox,True,2025-05-01T17:15:31.52,PBOX BRH Brloh,Free,48.929064388,14.220578111,PBOX,BRH,Brloh,
4560194,ParcelBox,True,2025-05-04T16:34:54.46,PBOX VTI Šumavská (COOP),Free,48.775201388,14.288988111,PBOX,VTI,Šumavská,COOP
4560198,ParcelBox,True,2025-05-04T10:34:52.017,PBOX NZE Nezvěstice (Parkoviš),Free,49.639815305,13.520612805,PBOX,NZE,Nezvěstice,Parkoviš
4560200,ParcelBox,True,2025-05-01T22:16:48.59,PBOX CBE M. Horákové (CB Auto),Free,48.979083888,14.442143305,PBOX,CBE,M. Horákové,CB Auto
4560204,ParcelBox,True,2025-05-03T22:54:56.893,PBOX TBV V zálesí (Třebotov),Free,49.975742805,14.306584388,PBOX,TBV,V zálesí,Třebotov
4560205,ParcelBox,True,2025-04-26T04:38:06.437,PBOX SRA nám. Nár. povst,Free,49.710782194,16.031284388,PBOX,SRA,nám. Nár. povst,
4560207,ParcelBox,True,2025-05-03T16:14:54.63,PBOX SMU Dr. E. Beneše (COOP),Free,49.379926388,14.692763111,PBOX,SMU,Dr. E. Beneše,COOP
4560208,ParcelBox,True,2025-05-04T15:34:50.527,PBOX BOT Borotín (COOP),Free,49.504925611,14.612469694,PBOX,BOT,Borotín,COOP
4560570,ParcelBox,True,2025-04-26T14:55:06.197,PBOX SHC U Parkoviště (Obec),Free,49.926881888,18.270651111,PBOX,SHC,U Parkoviště,Obec
4560575,ParcelBox,True,2025-05-03T17:54:57.197,PBOX KOR Průběžná (BUS),Free,49.986021388,14.327445805,PBOX,KOR,Průběžná,BUS
4560585,ParcelBox,True,2025-05-03T11:54:51.317,PBOX PNJ Předměřice n. J (Potravin),Free,50.254129388,14.780088305,PBOX,PNJ,Předměřice n. J,Potravin
4560586,ParcelBox,True,2025-05-04T11:14:51.533,PBOX PRG Podkrkonošská (Podkrkon),Free,50.08441,14.569616888,PBOX,PRG,Podkrkonošská,Podkrkon
4560587,ParcelBox,True,2025-05-04T14:34:52.797,PBOX MLB Havlíčkova (CTS),Free,50.433809194,14.917456888,PBOX,MLB,Havlíčkova,CTS
4560588,ParcelBox,True,2025-05-04T12:54:51.903,PBOX BZO Bezno (KM-PRONA),Free,50.361854694,14.792911111,PBOX,BZO,Bezno,KM-PRONA
4560882,ParcelBox,True,2025-04-26T04:38:07.117,PBOX LDC Truhlářská (Městys),Free,48.931810805,14.618536694,PBOX,LDC,Truhlářská,Městys
4560883,ParcelBox,True,2025-05-03T11:14:38.29,PBOX ZNS Za Horou (COOP),Free,49.358643888,15.990080611,PBOX,ZNS,Za Horou,COOP
4560884,ParcelBox,True,2025-05-03T09:34:50.377,PBOX ODR Tř. Osvobození (CSPOINT),Free,49.667775805,17.833963111,PBOX,ODR,Tř. Osvobození,CSPOINT
4560885,ParcelBox,True,2025-04-30T09:36:04.673,PBOX JMR Na Rejsce (Rejska),Free,50.342706888,15.905527194,PBOX,JMR,Na Rejsce,Rejska
4561008,ParcelBox,True,2025-05-02T17:15:01.887,PBOX OCE Osice (Hruška),Free,50.145969388,15.681041388,PBOX,OCE,Osice,Hruška
4561009,ParcelBox,True,2025-05-04T16:54:59.967,PBOX NTE Na Výsluní (TESCO),Free,50.252906388,14.511786888,PBOX,NTE,Na Výsluní,TESCO
4561010,ParcelBox,True,2025-05-04T09:54:42.453,PBOX SOV Marie Majerové (Tesco),Free,50.175367194,12.668269194,PBOX,SOV,Marie Majerové,Tesco
4262083,ParcelBox,True,2025-05-03T14:52:29.993,PBOX CBE Rudolfovská (LIDL),Free,48.978236694,14.493157194,PBOX,CBE,Rudolfovská,LIDL
4262084,ParcelBox,True,2025-05-04T14:32:26.98,PBOX PRG Strakonická (LIDL),Free,50.018656111,14.391948111,PBOX,PRG,Strakonická,LIDL
4262381,ParcelBox,True,2025-05-04T15:32:24.637,PBOX PRG Opatovská (LIDL),Free,50.031051111,14.533074388,PBOX,PRG,Opatovská,LIDL
4262382,ParcelBox,True,2025-05-04T13:52:23.867,PBOX PRG Novosibřinská (LIDL),Free,50.075654194,14.660190305,PBOX,PRG,Novosibřinská,LIDL
4262383,ParcelBox,True,2025-05-04T17:32:25.387,PBOX KLA Smečenská (LIDL),Free,50.141468305,14.064606694,PBOX,KLA,Smečenská,LIDL
4262384,ParcelBox,True,2025-05-03T21:12:27.68,PBOX PRG Travná (OC Jaho),Free,50.087338611,14.554221,PBOX,PRG,Travná,OC Jaho
4262386,ParcelBox,True,2025-05-03T20:12:22.463,PBOX RUD Masarykova (ŠAFRÁNKA),Free,50.0387225,14.243434194,PBOX,RUD,Masarykova,ŠAFRÁNKA
4262965,ParcelBox,True,2025-05-04T16:32:28.447,PBOX MOR Hlavní (Obec),Free,49.147428305,16.578868305,PBOX,MOR,Hlavní,Obec
4262966,ParcelBox,True,2025-05-04T14:52:21.99,PBOX BRN Okružní (Kanc_bud),Free,49.2348775,16.622380305,PBOX,BRN,Okružní,Kanc_bud
4262968,ParcelBox,True,2025-05-04T14:32:27.473,PBOX POH Poříčí (Restaura),Free,48.982646694,16.527363888,PBOX,POH,Poříčí,Restaura
4262971,ParcelBox,True,2025-05-04T17:12:23.083,PBOX PRG Libušská (CIB),Free,50.002867194,14.4649175,PBOX,PRG,Libušská,CIB
4262981,ParcelBox,True,2025-05-04T14:12:23.983,PBOX PRG Bratří Vencl (OC),Free,50.105613611,14.559055305,PBOX,PRG,Bratří Vencl,OC
4262983,ParcelBox,True,2025-05-02T18:12:30.287,PBOX PRG Plzeňská (EGLO),Free,50.06138,14.309103111,PBOX,PRG,Plzeňská,EGLO
4263096,ParcelBox,True,2025-05-04T14:32:27.687,PBOX PRG Veletržní (OC),Free,50.101736388,14.430195611,PBOX,PRG,Veletržní,OC
4263098,ParcelBox,True,2025-05-04T17:32:25.823,PBOX PRG Štúrova,Free,50.023844194,14.452008888,PBOX,PRG,Štúrova,
4263101,ParcelBox,True,2025-05-04T17:32:25.857,PBOX PRG Novodvorská (NPOffice),Free,50.016398111,14.450603611,PBOX,PRG,Novodvorská,NPOffice
4263109,ParcelBox,True,2025-05-04T16:12:26.363,PBOX PRG Osvětová (P-4 Šebe),Free,49.996866694,14.517153305,PBOX,PRG,Osvětová,P-4 Šebe
4263276,ParcelBox,True,2025-05-04T16:32:28.97,PBOX PRU V oblouku,Free,50.005724388,14.566880611,PBOX,PRU,V oblouku,
4263522,ParcelBox,True,2025-05-04T12:12:17.043,PBOX PRG Nad Lávkou (SKAritma),Free,50.098304194,14.340976888,PBOX,PRG,Nad Lávkou,SKAritma
4263836,ParcelBox,True,2025-05-04T17:12:23.623,PBOX POD Bílkova (LIDL),Free,50.134262194,15.103323888,PBOX,POD,Bílkova,LIDL
4263961,ParcelBox,True,2025-05-04T16:52:28.297,PBOX LNB Neffova (LIDL),Free,49.526535,17.582840305,PBOX,LNB,Neffova,LIDL
4263963,ParcelBox,True,2025-05-04T16:32:29.257,PBOX OST Nad Porubkou (LIDL),Free,49.818757194,18.184703305,PBOX,OST,Nad Porubkou,LIDL
4264210,ParcelBox,True,2025-05-04T14:12:24.6,PBOX BOS Hybešova (Potravin),Free,49.487341888,16.674269388,PBOX,BOS,Hybešova,Potravin
4264211,ParcelBox,True,2025-05-04T17:12:23.787,PBOX BRN Netroufalky (OC Campu),Free,49.1758525,16.566356694,PBOX,BRN,Netroufalky,OC Campu
4264431,ParcelBox,True,2025-05-04T14:52:22.823,PBOX DOB Solnická (LIDL),Free,50.289113888,16.169020611,PBOX,DOB,Solnická,LIDL
4264441,ParcelBox,True,2025-05-03T16:32:28.683,PBOX BRN Pekarska (FN),Free,49.190930805,16.601121111,PBOX,BRN,Pekarska,FN
4264442,ParcelBox,True,2025-05-04T13:52:24.987,PBOX PRG Výpadova (JJ),Free,49.983493305,14.366778111,PBOX,PRG,Výpadova,JJ
4264443,ParcelBox,True,2025-05-04T16:12:26.97,PBOX BRN Novoměstská (Nolatino),Free,49.236874694,16.587423888,PBOX,BRN,Novoměstská,Nolatino
4264447,ParcelBox,True,2025-05-04T15:12:26.497,PBOX PRG Hofbauerova (Best),Free,50.071268305,14.3035875,PBOX,PRG,Hofbauerova,Best
4264448,ParcelBox,True,2025-05-04T17:32:26.553,PBOX PRG Pitterova (SKŽižkov),Free,50.085204388,14.465488888,PBOX,PRG,Pitterova,SKŽižkov
4265936,ParcelBox,True,2025-05-04T10:12:27.927,PBOX CHM Žižkovo nám. (OC),Free,50.460897805,13.415451111,PBOX,CHM,Žižkovo nám.,OC
4265939,ParcelBox,True,2025-05-03T15:32:31.983,PBOX KLA 28.října (Keramika),Free,50.175208888,14.107160611,PBOX,KLA,28.října,Keramika
4266082,ParcelBox,True,2025-05-04T17:32:27.333,PBOX PRG Beranových (VZLÚ),Free,50.1330075,14.513376888,PBOX,PRG,Beranových,VZLÚ
4266083,ParcelBox,True,2025-05-04T14:52:24.273,PBOX PRG Lodžská (DDK Real),Free,50.128374388,14.416519,PBOX,PRG,Lodžská,DDK Real
4266107,ParcelBox,True,2025-05-04T16:32:31.23,PBOX HOR Masarykova (Merkur),Free,49.835971888,13.892614388,PBOX,HOR,Masarykova,Merkur
4266282,ParcelBox,True,2025-05-04T17:32:27.443,PBOX BRN U Pošty (Poliklin),Free,49.168269388,16.565330305,PBOX,BRN,U Pošty,Poliklin
4266479,ParcelBox,True,2025-05-04T17:32:27.523,PBOX PRG Cholupická (Squash),Free,50.019257805,14.438813611,PBOX,PRG,Cholupická,Squash
4266480,ParcelBox,True,2025-05-04T17:12:25.097,PBOX PRG Hviezdoslavova (Palas),Free,50.033948611,14.5273275,PBOX,PRG,Hviezdoslavova,Palas
4266758,ParcelBox,True,2025-05-04T15:32:28.083,PBOX PRG Sídliště (ÚM Radot),Free,49.980140611,14.353095305,PBOX,PRG,Sídliště,ÚM Radot
4266759,ParcelBox,True,2025-05-04T17:32:27.66,PBOX PRG Radimova (NS Marké),Free,50.087762194,14.365671888,PBOX,PRG,Radimova,NS Marké
4266842,ParcelBox,True,2025-05-04T16:52:29.957,PBOX PRG Podvinný mlýn (Cubicon),Free,50.106480805,14.485921888,PBOX,PRG,Podvinný mlýn,Cubicon
4266990,ParcelBox,True,2025-05-04T16:32:31.6,PBOX MKR Tiskárenská (Proimpex),Free,49.037851111,16.308230611,PBOX,MKR,Tiskárenská,Proimpex
4266992,ParcelBox,True,2025-05-04T10:52:28.483,PBOX HOL Brněnská (ČS),Free,49.078612805,16.604323611,PBOX,HOL,Brněnská,ČS
4267223,ParcelBox,True,2025-05-04T16:12:28.357,PBOX BRN Výstaviště (Výstaviš),Free,49.188628611,16.585499694,PBOX,BRN,Výstaviště,Výstaviš
4267239,ParcelBox,True,2025-05-04T10:52:28.55,PBOX BRN Rolencova (Transped),Free,49.146634388,16.658725,PBOX,BRN,Rolencova,Transped
4267336,ParcelBox,True,2025-05-04T15:12:27.83,PBOX BRN Sportovní (Boby),Free,49.212429194,16.607767194,PBOX,BRN,Sportovní,Boby
4268138,ParcelBox,True,2025-05-04T11:12:29.127,PBOX MIL Armádní (LIDL),Free,50.229166694,14.8571775,PBOX,MIL,Armádní,LIDL
4268144,ParcelBox,True,2025-05-04T16:52:31.187,PBOX BRN Pražská (VESELÝ),Free,49.174388611,16.537795611,PBOX,BRN,Pražská,VESELÝ
4269954,ParcelBox,True,2025-05-04T17:12:26.353,PBOX PLZ Folmavská (LIDL),Free,49.730972194,13.350068888,PBOX,PLZ,Folmavská,LIDL
