id2,id,accessPointType,name,latitude,longitude,box_type,city_abbr,street,note,slouceny,address,ID,ulice,cislo,psc,mesto
61,4471966,ParcelBox,PBOX PCE U Josefa (Potravin),50.050100611,15.770376694,PBOX,PCE,U Josefa,Potravin,"""50.050100611,15.770376694"",","U Josefa 119, 530 09 Pardubice-Cihelna, Czechia",1091,U Josefa,119,53009,Pardubice-Cihelna
1063,4352592,ParcelBox,PBOX PCE Závodu Míru (Bytovka),50.038807805,15.766153111,PBOX,PCE,Závodu Míru,Bytovka,"""50.038807805,15.766153111"",","Nábř. Závodu Míru 2712, 530 02 Pardubice I-Zelené Předměstí, Czechia",1092,Nábř. Závodu Míru,2712,53002,Pardubice I-Zelené Předměstí
1497,4564249,ParcelBox,PBOX PCV Nádražní (Nádražní),49.467936388,15.006283611,PBOX,PCV,Nádražní,Nádražní,"""49.467936388,15.006283611"",","Nádražní 390, 395 01 Pacov, Czechia",1093,Nádražní,390,39501,Pacov
549,4556206,ParcelBox,PBOX PCY Lipárky (Jednota),49.260373888,15.235740805,PBOX,PCY,Lipárky,Jednota,"""49.260373888,15.235740805"",","Lipárky 528, 394 64 Počátky, Czechia",1094,Lipárky,528,39464,Počátky
598,4558670,ParcelBox,PBOX PDI Podlesí (Obec),49.68548,13.982834194,PBOX,PDI,Podlesí,Obec,"""49.68548,13.982834194"",","Podlesí 328, 261 01 Podlesí, Czechia",1095,Podlesí,328,26101,Podlesí
1709,4570564,ParcelBox,PBOX PDV Šonov (Obec),50.379594194,16.117366888,PBOX,PDV,Šonov,Obec,"""50.379594194,16.117366888"",","170, 549 08 Provodov-Šonov, Czechia",1096,170,,54908,Provodov-Šonov
1488,4563859,ParcelBox,PBOX PEI Ptení (Obec),49.510403305,16.9620075,PBOX,PEI,Ptení,Obec,"""49.510403305,16.9620075"",","Ptení 27, 798 43 Ptení, Czechia",1097,Ptení,27,79843,Ptení
336,4539955,ParcelBox,PBOX PER Hlavní (Pošta),50.3813675,13.109698611,PBOX,PER,Hlavní,Pošta,"""50.3813675,13.109698611"",","Hlavní 49, 431 63 Perštejn, Czechia",1098,Hlavní,49,43163,Perštejn
1718,4570807,ParcelBox,PBOX PEV Postřelmov (hala),49.908537194,16.913474694,PBOX,PEV,Postřelmov,hala,"""49.908537194,16.913474694"",","Komenského 260, 789 69 Postřelmov, Czechia",1099,Komenského,260,78969,Postřelmov
808,4298901,ParcelBox,PBOX PEY Třída 5.května (Hangár),50.084807194,15.026318888,PBOX,PEY,Třída 5.května,Hangár,"""50.084807194,15.026318888"",","Tř. 5. května 708, 289 11 Pečky, Czechia",1100,Tř. 5. května,708,28911,Pečky
1433,4561013,ParcelBox,PBOX PEY V Kaštánkách (Tesco),50.091961694,15.0303125,PBOX,PEY,V Kaštánkách,Tesco,"""50.091961694,15.0303125"",","V Kaštánkách 1141, 289 11 Pečky, Czechia",1101,V Kaštánkách,1141,28911,Pečky
1175,4395737,ParcelBox,PBOX PHV Družstevní (COOP),49.426455305,15.215371694,PBOX,PHV,Družstevní,COOP,"""49.426455305,15.215371694"",","Družstevní 1236, 393 01 Pelhřimov, Czechia",1102,Družstevní,1236,39301,Pelhřimov
1176,4395738,ParcelBox,PBOX PHV Pražská (COOP),49.435511694,15.215001111,PBOX,PHV,Pražská,COOP,"""49.435511694,15.215001111"",","Pražská 1200, 393 01 Pelhřimov, Czechia",1103,Pražská,1200,39301,Pelhřimov
3560,4591104,ParcelBox,PBOX PHV Průběžná (Retail),49.430198611,15.22681,PBOX,PHV,Průběžná,Retail,"""49.430198611,15.22681"",","Průběžná 2483, 393 01 Pelhřimov, Czechia",1104,Průběžná,2483,39301,Pelhřimov
611,4559809,ParcelBox,PBOX PHY 5.května (POHL),50.188080805,14.110781388,PBOX,PHY,5.května,POHL,"""50.188080805,14.110781388"",","5. května 343, 273 08 Pchery-Humny, Czechia",1105,5. května,343,27308,Pchery-Humny
156,4493507,ParcelBox,PBOX PKE Palkovice (Labuť),49.635306888,18.315734194,PBOX,PKE,Palkovice,Labuť,"""49.635306888,18.315734194"",","Palkovice 328, 739 41 Palkovice, Czechia",1106,Palkovice,328,73941,Palkovice
1233,4430311,ParcelBox,PBOX PKI Komenského (Potravin),49.352732805,16.402521111,PBOX,PKI,Komenského,Potravin,"""49.352732805,16.402521111"",","Uhrova 1003, 666 02 Předklášteří, Czechia",1107,Uhrova,1003,66602,Předklášteří
1892,4584771,ParcelBox,PBOX PKL Poděbradská (Shell),50.131211694,15.082163611,PBOX,PKL,Poděbradská,Shell,"""50.131211694,15.082163611"",","Poděbradská 4, 290 01 Písková Lhota-Poděbrady 1, Czechia",1108,Poděbradská,4,29001,Písková Lhota-Poděbrady 1
1099,4361804,ParcelBox,PBOX PLA Hegerova (LIDL),49.717993805,16.283480611,PBOX,PLA,Hegerova,LIDL,"""49.717993805,16.283480611"",","Hegerova 1207/1207, 572 01 Polička, Czechia",1109,Hegerova,1207/1207,57201,Polička
1196,4404409,ParcelBox,PBOX PLA Starohradská (COOP HB),49.714456111,16.260343305,PBOX,PLA,Starohradská,COOP HB,"""49.714456111,16.260343305"",","Starohradská 359, 572 01 Polička, Czechia",1110,Starohradská,359,57201,Polička
280,4533999,ParcelBox,PBOX PLE Řetechovská (Městys),49.130182805,17.768682805,PBOX,PLE,Řetechovská,Městys,"""49.130182805,17.768682805"",","Pod Větrníkem 22, 763 26 Pozlovice-Luhačovice, Czechia",1111,Pod Větrníkem,22,76326,Pozlovice-Luhačovice
613,4559813,ParcelBox,PBOX PLK Písková Lhota (Obec),50.367072194,14.878094388,PBOX,PLK,Písková Lhota,Obec,"""50.367072194,14.878094388"",","Písková Lhota 103, 294 31 Písková Lhota, Czechia",1112,Písková Lhota,103,29431,Písková Lhota
3573,4627527,ParcelBox,PBOX PLS 5. května (večerka),50.216333611,12.351486888,PBOX,PLS,5. května,večerka,"""50.216333611,12.351486888"",","Plesná, Šneky, 351 35 Plesná-Plesná u Chebu, Czechia",1113,Šneky,,35135,Plesná-Plesná u Chebu
369,4541694,ParcelBox,PBOX PLY Jiráskovo nám. (Potravin),50.361999694,13.697980305,PBOX,PLY,Jiráskovo nám.,Potravin,"""50.361999694,13.697980305"",","Jiráskovo nám. 655, 439 42 Postoloprty, Czechia",1114,Jiráskovo nám.,655,43942,Postoloprty
874,4304388,ParcelBox,PBOX PLZ Alej Svobody (Laverna),49.767830611,13.364106388,PBOX,PLZ,Alej Svobody,Laverna,"""49.767830611,13.364106388"",","Alej Svobody 770/23, 323 00 Plzeň-Plzeň 1, Czechia",1115,Alej Svobody,770/23,32300,Plzeň-Plzeň 1
721,4272161,ParcelBox,PBOX PLZ Americká (Ameside),49.744509388,13.384624388,PBOX,PLZ,Americká,Ameside,"""49.744509388,13.384624388"",","Americká 2186/47, 301 00 Plzeň-Plzeň 3, Czechia",1116,Americká,2186/47,30100,Plzeň-Plzeň 3
421,4545536,ParcelBox,PBOX PLZ Borská (Property),49.734212194,13.348406111,PBOX,PLZ,Borská,Property,"""49.734212194,13.348406111"",","Borská 1045/40, 301 00 Plzeň 3-Skvrňany, Czechia",1117,Borská,1045/40,30100,Plzeň 3-Skvrňany
1049,4340458,ParcelBox,PBOX PLZ Brněnská (OC Brněn),49.761933888,13.355106694,PBOX,PLZ,Brněnská,OC Brněn,"""49.761933888,13.355106694"",","Brněnská 987/31, 323 00 Plzeň 1-Severní Předměstí, Czechia",1118,Brněnská,987/31,32300,Plzeň 1-Severní Předměstí
1463,4561234,ParcelBox,PBOX PLZ Domažlická (Vochoc),49.728390805,13.310821111,PBOX,PLZ,Domažlická,Vochoc,"""49.728390805,13.310821111"",","Domažlická 38/216, 318 00 Plzeň 3-Nová Hospoda, Czechia",1119,Domažlická,38/216,31800,Plzeň 3-Nová Hospoda
706,4269954,ParcelBox,PBOX PLZ Folmavská (LIDL),49.730972194,13.350068888,PBOX,PLZ,Folmavská,LIDL,"""49.730972194,13.350068888"",","Folmavská 3035, 301 00 Plzeň-Plzeň 3, Czechia",1120,Folmavská,3035,30100,Plzeň-Plzeň 3
70,4472940,ParcelBox,PBOX PLZ Gerská (Plzeňka),49.779112194,13.370259388,PBOX,PLZ,Gerská,Plzeňka,"""49.779112194,13.370259388"",","Gerská 1247/34, Bolevec, 318 00 Plzeň-Plzeň 1, Czechia",1121,Gerská,1247/34,31800,Plzeň-Plzeň 1
3327,4570821,ParcelBox,PBOX PLZ Guldenerova (průchod),49.743051694,13.390656388,PBOX,PLZ,Guldenerova,průchod,"""49.743051694,13.390656388"",","Guldenerova 512/2, 326 00 Plzeň 2-Slovany, Czechia",1122,Guldenerova,512/2,32600,Plzeň 2-Slovany
1657,4568638,ParcelBox,PBOX PLZ Habrmannovo (průchod),49.756801388,13.419033111,PBOX,PLZ,Habrmannovo,průchod,"""49.756801388,13.419033111"",","Habrmannovo nám. 794/5, 312 00 Plzeň 4-Doubravka, Czechia",1123,Habrmannovo nám.,794/5,31200,Plzeň 4-Doubravka
996,4331770,ParcelBox,PBOX PLZ Kaznějovská (OC Orlík),49.780162805,13.375835,PBOX,PLZ,Kaznějovská,OC Orlík,"""49.780162805,13.375835"",","Kaznějovská 323/00, 323 00 Plzeň 1, Czechia",1124,Kaznějovská,323/00,32300,Plzeň 1
875,4304389,ParcelBox,PBOX PLZ Kaznějovská (Potravin),49.775835305,13.373925805,PBOX,PLZ,Kaznějovská,Potravin,"""49.775835305,13.373925805"",","Kaznějovská 1516/6, 323 00 Plzeň 1-Bolevec, Czechia",1125,Kaznějovská,1516/6,32300,Plzeň 1-Bolevec
37,4455597,ParcelBox,PBOX PLZ Květná (Tenis),49.726583888,13.390376888,PBOX,PLZ,Květná,Tenis,"""49.726583888,13.390376888"",","Květná 2736/61, 326 00 Plzeň 2-Slovany-Východní Předměstí, Czechia",1126,Květná,2736/61,32600,Plzeň 2-Slovany-Východní Předměstí
997,4331773,ParcelBox,PBOX PLZ Lidická (OC Gera),49.767389194,13.373061388,PBOX,PLZ,Lidická,OC Gera,"""49.767389194,13.373061388"",","1, Alej Svobody 732/55, 323 00 Plzeň 1, Czechia",1127,Alej Svobody,732/55,32300,Plzeň 1
455,4548319,ParcelBox,PBOX PLZ Macháčkova (Tipsport),49.745336111,13.32744,PBOX,PLZ,Macháčkova,Tipsport,"""49.745336111,13.32744"",","Macháčkova 944/26, 318 00 Plzeň-Plzeň 3, Czechia",1128,Macháčkova,944/26,31800,Plzeň-Plzeň 3
1029,4337402,ParcelBox,PBOX PLZ Majerova (Billa),49.727833111,13.373853305,PBOX,PLZ,Majerova,Billa,"""49.727833111,13.373853305"",","Majerova 2525/7, 301 00 Plzeň 3-Jižní Předměstí, Czechia",1129,Majerova,2525/7,30100,Plzeň 3-Jižní Předměstí
188,4495334,ParcelBox,PBOX PLZ Na Dlouhých (Norma),49.749329194,13.418010611,PBOX,PLZ,Na Dlouhých,Norma,"""49.749329194,13.418010611"",","Na Dlouhých 51, 312 00 Plzeň-Plzeň 4, Czechia",1130,Na Dlouhých,51,31200,Plzeň-Plzeň 4
1466,4561238,ParcelBox,PBOX PLZ Nade Mží (Nade Mží),49.746146388,13.350388111,PBOX,PLZ,Nade Mží,Nade Mží,"""49.746146388,13.350388111"",","Nade Mží 735/2, 318 00 Plzeň 3-Skvrňany, Czechia",1131,Nade Mží,735/2,31800,Plzeň 3-Skvrňany
38,4455598,ParcelBox,PBOX PLZ Nepomucká (Kärcher),49.720897805,13.402541388,PBOX,PLZ,Nepomucká,Kärcher,"""49.720897805,13.402541388"",","Nepomucká 122/10, 326 00 Plzeň 2-Slovany-Hradiště, Czechia",1132,Nepomucká,122/10,32600,Plzeň 2-Slovany-Hradiště
1080,4358168,ParcelBox,PBOX PLZ Nepomucká (Restaura),49.711053111,13.412833305,PBOX,PLZ,Nepomucká,Restaura,"""49.711053111,13.412833305"",","Nepomucká 151, 326 00 Plzeň 2-Slovany, Czechia",1133,Nepomucká,151,32600,Plzeň 2-Slovany
1034,4338509,ParcelBox,PBOX PLZ Obchodní (Makro),49.729900305,13.321500805,PBOX,PLZ,Obchodní,Makro,"""49.729900305,13.321500805"",","P8HC+XJ Pilsen, Czechia",1134,P8HC+XJ Pilsen,,30100,Plzeň
3595,4678593,ParcelBox,PBOX PLZ Rodinná39 (Škola),49.745343305,13.411846388,PBOX,PLZ,Rodinná39,Škola,"""49.745343305,13.411846388"",","Dlouhá 1083/31, 312 00 Plzeň 4-Lobzy, Czechia",1135,Dlouhá,1083/31,31200,Plzeň 4-Lobzy
1535,4566975,ParcelBox,PBOX PLZ Rokycanská (Baumax),49.747545611,13.403936111,PBOX,PLZ,Rokycanská,Baumax,"""49.747545611,13.403936111"",","Rokycanská 1171/6, 301 00 Plzeň 4-Lobzy, Czechia",1136,Rokycanská,1171/6,30100,Plzeň 4-Lobzy
1215,4420109,ParcelBox,PBOX PLZ Skupova (OC Luna),49.723495805,13.373345805,PBOX,PLZ,Skupova,OC Luna,"""49.723495805,13.373345805"",","Skupova 24/490, 301 00 Plzeň-Plzeň 3, Czechia",1137,Skupova,24/490,30100,Plzeň-Plzeň 3
1562,4567325,ParcelBox,PBOX PLZ Skvrňanská (průchod),49.747359194,13.361640305,PBOX,PLZ,Skvrňanská,průchod,"""49.747359194,13.361640305"",","Na Jíkalce 2906/19A, 301 00 Plzeň 3-Jižní Předměstí, Czechia",1138,Na Jíkalce,2906/19A,30100,Plzeň 3-Jižní Předměstí
1178,4395879,ParcelBox,PBOX PLZ Slovanská (PCservis),49.734555305,13.390840305,PBOX,PLZ,Slovanská,PCservis,"""49.734555305,13.390840305"",","Slovanská 53, 326 00 Plzeň-Plzeň 2-Slovany, Czechia",1139,Slovanská,53,32600,Plzeň-Plzeň 2-Slovany
867,4304055,ParcelBox,PBOX PLZ Sousedská (OD AAA),49.749354694,13.409730611,PBOX,PLZ,Sousedská,OD AAA,"""49.749354694,13.409730611"",","Partyzánská 856/7, 312 00 Plzeň 4-Lobzy, Czechia",1140,Partyzánská,856/7,31200,Plzeň 4-Lobzy
1772,4573893,ParcelBox,PBOX PLZ Starácesta (indoor),49.757673305,13.414459388,PBOX,PLZ,Starácesta,indoor,"""49.757673305,13.414459388"",","Stará cesta 145/2, 312 00 Plzeň 4, Czechia",1141,Stará cesta,145/2,31200,Plzeň 4
131,4489583,ParcelBox,PBOX PLZ Studentská (KVEle),49.774447805,13.361310805,PBOX,PLZ,Studentská,KVEle,"""49.774447805,13.361310805"",","Studentská 55A, 323 00 Plzeň 1, Czechia",1142,Studentská,55A,32300,Plzeň 1
840,4301465,ParcelBox,PBOX PLZ Školní (Nábytek),49.753941694,13.424529194,PBOX,PLZ,Školní,Nábytek,"""49.753941694,13.424529194"",","Školní 1302/52, 312 00 Plzeň 4, Czechia",1143,Školní,1302/52,31200,Plzeň 4
1715,4570802,ParcelBox,PBOX PLZ Třešňová (dům),49.751625,13.420008111,PBOX,PLZ,Třešňová,dům,"""49.751625,13.420008111"",","Třešňová 931/36, 312 00 Plzeň 4-Doubravka, Czechia",1144,Třešňová,931/36,31200,Plzeň 4-Doubravka
769,4295104,ParcelBox,PBOX PLZ U Vel.Rybníka (Viking),49.770812805,13.397507194,PBOX,PLZ,U Vel.Rybníka,Viking,"""49.770812805,13.397507194"",","U Velkého rybníka 2299/27, 301 00 Plzeň-Plzeň 1, Czechia",1145,U Velkého rybníka,2299/27,30100,Plzeň-Plzeň 1
3565,4626665,ParcelBox,PBOX PLZ Vojanova (Domino),49.7467675,13.320868,PBOX,PLZ,Vojanova,Domino,"""49.7467675,13.320868"",","Vojanova 778/20, 318 00 Plzeň 3-Skvrňany, Czechia",1146,Vojanova,778/20,31800,Plzeň 3-Skvrňany
1011,4334644,ParcelBox,PBOX PLZ Žlutická (COOP),49.779549194,13.360736694,PBOX,PLZ,Žlutická,COOP,"""49.779549194,13.360736694"",","Žlutická 1665, 323 00 Plzeň 1-Bolevec, Czechia",1147,Žlutická,1665,32300,Plzeň 1-Bolevec
998,4331775,ParcelBox,PBOX PLZ Žlutická (OC Remus),49.776086888,13.3608725,PBOX,PLZ,Žlutická,OC Remus,"""49.776086888,13.3608725"",","Žlutická 1839/9, 323 00 Plzeň-Plzeň 1, Czechia",1148,Žlutická,1839/9,32300,Plzeň-Plzeň 1
1567,4567336,ParcelBox,PBOX PMA Novoveská (Coop),49.673847194,12.675740305,PBOX,PMA,Novoveská,Coop,"""49.673847194,12.675740305"",","Novoveská 154, 348 06 Přimda, Czechia",1149,Novoveská,154,34806,Přimda
1467,4561239,ParcelBox,PBOX PME Přemyslovice (Obec),49.5620725,16.963369388,PBOX,PME,Přemyslovice,Obec,"""49.5620725,16.963369388"",","Přemyslovice 352, 798 51 Přemyslovice, Czechia",1150,Přemyslovice,352,79851,Přemyslovice
363,4541681,ParcelBox,PBOX PNA Nádražní (Roxy),49.861321694,12.731765305,PBOX,PNA,Nádražní,Roxy,"""49.861321694,12.731765305"",","Nádražní 561, 348 15 Planá-Planá u Mariánských Lázní, Czechia",1151,Nádražní,561,34815,Planá-Planá u Mariánských Lázní
388,4542843,ParcelBox,PBOX PNA Plzeňská (TESCO),49.863394194,12.735999694,PBOX,PNA,Plzeňská,TESCO,"""49.863394194,12.735999694"",","Plzeňská 916, 348 15 Planá-Planá u Mariánských Lázní, Czechia",1152,Plzeňská,916,34815,Planá-Planá u Mariánských Lázní
511,4552564,ParcelBox,PBOX PNB Přerov n. Labem (Obec),50.162544694,14.825988888,PBOX,PNB,Přerov n. Labem,Obec,"""50.162544694,14.825988888"",","Přerov nad Labem 114, 289 16 Přerov nad Labem, Czechia",1153,Přerov nad Labem,114,28916,Přerov nad Labem
1608,4567999,ParcelBox,PBOX PNE Zámčisko (Nádraží),49.3777925,17.589514194,PBOX,PNE,Zámčisko,Nádraží,"""49.3777925,17.589514194"",","Zámčisko 371, 768 42 Prusinovice, Czechia",1154,Zámčisko,371,76842,Prusinovice
647,4560585,ParcelBox,PBOX PNJ Předměřice n. J (Potravin),50.254129388,14.780088305,PBOX,PNJ,Předměřice n. J,Potravin,"""50.254129388,14.780088305"",","Předměřice nad Jizerou 204, 294 74 Předměřice nad Jizerou, Czechia",1155,Předměřice nad Jizerou,204,29474,Předměřice nad Jizerou
1663,4568786,ParcelBox,PBOX PNN Pěnčín (Farma),50.688304388,15.235553305,PBOX,PNN,Pěnčín,Farma,"""50.688304388,15.235553305"",","Pěnčín 60, 468 21 Pěnčín, Czechia",1156,Pěnčín,60,46821,Pěnčín
630,4560182,ParcelBox,PBOX PNS Pražská (Franz ag),49.839188111,14.674567194,PBOX,PNS,Pražská,Franz ag,"""49.839188111,14.674567194"",","Pražská 20, 257 21 Poříčí nad Sázavou, Czechia",1157,Pražská,20,25721,Poříčí nad Sázavou
3556,4590693,ParcelBox,PBOX POB Spojenecké nám. (garáže),49.510101111,12.800035,PBOX,POB,Spojenecké nám.,garáže,"""49.510101111,12.800035"",","Spojenecké nám. 81/81, 345 22 Poběžovice, Czechia",1158,Spojenecké nám.,81/81,34522,Poběžovice
1627,4568223,ParcelBox,PBOX POC Polešovice (COOP),49.029223305,17.349787194,PBOX,POC,Polešovice,COOP,"""49.029223305,17.349787194"",","Polešovice 632, 687 37 Polešovice, Czechia",1159,Polešovice,632,68737,Polešovice
677,4263836,ParcelBox,PBOX POD Bílkova (LIDL),50.134262194,15.103323888,PBOX,POD,Bílkova,LIDL,"""50.134262194,15.103323888"",","Bílkova 289, 290 01 Poděbrady-Poděbrady 1, Czechia",1160,Bílkova,289,29001,Poděbrady-Poděbrady 1
1432,4561012,ParcelBox,PBOX POD Bílkova (Tesco),50.134788611,15.097499388,PBOX,POD,Bílkova,Tesco,"""50.134788611,15.097499388"",","Bílkova 270, 290 01 Poděbrady 1, Czechia",1161,Bílkova,270,29001,Poděbrady 1
785,4297652,ParcelBox,PBOX POD Družstevní (COOP),50.148136388,15.124156111,PBOX,POD,Družstevní,COOP,"""50.148136388,15.124156111"",","Družstevní 5, 290 01 Poděbrady-Poděbrady III, Czechia",1162,Družstevní,5,29001,Poděbrady-Poděbrady III
472,4549796,ParcelBox,PBOX POD HUSOVA (ELZASTAV),50.150847194,15.109803888,PBOX,POD,HUSOVA,ELZASTAV,"""50.150847194,15.109803888"",","Husova 819, 290 01 Poděbrady-Poděbrady 1, Czechia",1163,Husova,819,29001,Poděbrady-Poděbrady 1
786,4297653,ParcelBox,PBOX POD Karla Hampla (Jednota),50.148396111,15.130842805,PBOX,POD,Karla Hampla,Jednota,"""50.148396111,15.130842805"",","Karla Hampla 1115, 290 01 Poděbrady-Poděbrady III, Czechia",1164,Karla Hampla,1115,29001,Poděbrady-Poděbrady III
1891,4584767,ParcelBox,PBOX POD U Bažantnice (Billa),50.145588305,15.131523611,PBOX,POD,U Bažantnice,Billa,"""50.145588305,15.131523611"",","U Bažantnice 1506, 290 01 Poděbrady-Poděbrady 1, Czechia",1165,U Bažantnice,1506,29001,Poděbrady-Poděbrady 1
904,4307892,ParcelBox,PBOX POE V Zámku (Helping),49.209032194,16.791551388,PBOX,POE,V Zámku,Helping,"""49.209032194,16.791551388"",","V Zámku 2, 664 07 Pozořice, Czechia",1166,V Zámku,2,66407,Pozořice
667,4262968,ParcelBox,PBOX POH Poříčí (Restaura),48.982646694,16.527363888,PBOX,POH,Poříčí,Restaura,"""48.982646694,16.527363888"",","Poříčí 992, 691 23 Pohořelice, Czechia",1167,Poříčí,992,69123,Pohořelice
1092,4360389,ParcelBox,PBOX POH Znojemská (LIDL),48.977936388,16.501806694,PBOX,POH,Znojemská,LIDL,"""48.977936388,16.501806694"",","Znojemská 1149, 691 23 Pohořelice, Czechia",1168,Znojemská,1149,69123,Pohořelice
206,4503897,ParcelBox,PBOX POT Hraničky (Potravin),49.778525805,18.170454194,PBOX,POT,Hraničky,Potravin,"""49.778525805,18.170454194"",","Hraničky 760/4, 725 25 Ostrava-Polanka nad Odrou, Czechia",1169,Hraničky,760/4,72525,Ostrava-Polanka nad Odrou
262,4507048,ParcelBox,PBOX POT Lubenec (Žabka),50.131835305,13.313675305,PBOX,POT,Lubenec,Žabka,"""50.131835305,13.313675305"",","Karlovarská 25, 439 83 Lubenec, Czechia",1170,Karlovarská,25,43983,Lubenec
3311,4570552,ParcelBox,PBOX POT Myslibořská (tesco),49.185503111,15.465130305,PBOX,POT,Myslibořská,tesco,"""49.185503111,15.465130305"",","Staňkova 230, 588 56 Telč, Czechia",1171,Staňkova,230,58856,Telč
1441,4561197,ParcelBox,PBOX POT Petrovice (protiZ),49.55832,14.33591,PBOX,POT,Petrovice,protiZ,"""49.55832,14.33591"",","Kojetín 21, 262 55 Petrovice-Petrovice u Sedlčan, Czechia",1172,Kojetín,21,26255,Petrovice-Petrovice u Sedlčan
3317,4570565,ParcelBox,PBOX POT Pražská (zastávka),50.531386111,15.816989194,PBOX,POT,Pražská,zastávka,"""50.531386111,15.816989194"",","Úzká 101, 542 42 Pilníkov, Czechia",1173,Úzká,101,54242,Pilníkov
1701,4570545,ParcelBox,PBOX POT Skuhrov (hřiště),50.228625805,16.291470611,PBOX,POT,Skuhrov,hřiště,"""50.228625805,16.291470611"",","Skuhrov nad Bělou 17, 517 03 Skuhrov nad Bělou, Czechia",1174,Skuhrov nad Bělou,17,51703,Skuhrov nad Bělou
1549,4567307,ParcelBox,PBOX POV Ustadionu (Stadion),50.675080611,14.158600305,PBOX,POV,Ustadionu,Stadion,"""50.675080611,14.158600305"",","U Stadionu 33, 403 32 Povrly, Czechia",1175,U Stadionu,33,40332,Povrly
430,4546725,ParcelBox,PBOX POY Vroutecká (Umejto),50.223736388,13.403308305,PBOX,POY,Vroutecká,Umejto,"""50.223736388,13.403308305"",","Vroutecká 1210/1210, 441 01 Podbořany, Czechia",1176,Vroutecká,1210/1210,44101,Podbořany
947,4326269,ParcelBox,PBOX PRG 5. Května (OMV),50.051227194,14.446468611,PBOX,PRG,5. Května,OMV,"""50.051227194,14.446468611"",","Michle 414, 140 00 Praha 4, Czechia",1177,Michle,414,14000,Praha 4
523,4553977,ParcelBox,PBOX PRG Armády (Kalenda),50.051336888,14.333490805,PBOX,PRG,Armády,Kalenda,"""50.051336888,14.333490805"",","Armády 1306/2B, 158 00 Praha 13-Stodůlky, Czechia",1178,Armády,1306/2B,15800,Praha 13-Stodůlky
751,4275866,ParcelBox,PBOX PRG Barrandova (Mikrotec),50.014905805,14.403997194,PBOX,PRG,Barrandova,Mikrotec,"""50.014905805,14.403997194"",","Pod vinicí 1458/12, 143 00 Praha 4-Modřany, Czechia",1179,Pod vinicí,1458/12,14300,Praha 4-Modřany
757,4278039,ParcelBox,PBOX PRG Bellova 56 (TJ Sokol),50.035004388,14.557675305,PBOX,PRG,Bellova 56,TJ Sokol,"""50.035004388,14.557675305"",","Bellova 26, 109 00 Praha-Petrovice, Czechia",1180,Bellova,26,10900,Praha-Petrovice
814,4299727,ParcelBox,PBOX PRG Bellušova (SHLužiny),50.041416694,14.325134694,PBOX,PRG,Bellušova,SHLužiny,"""50.041416694,14.325134694"",","68, Bellušova 1877, 155 00 Praha 13, Czechia",1181,Bellušova,1877,15500,Praha 13
690,4266082,ParcelBox,PBOX PRG Beranových (VZLÚ),50.1330075,14.513376888,PBOX,PRG,Beranových,VZLÚ,"""50.1330075,14.513376888"",","Beranových 130, 199 00 Praha 18, Czechia",1182,Beranových,130,19900,Praha 18
126,4488077,ParcelBox,PBOX PRG Brandlova (OCSignál),50.032857194,14.5186775,PBOX,PRG,Brandlova,OCSignál,"""50.032857194,14.5186775"",","Brandlova 1599/8, Chodov, 149 00 Praha-Praha 11, Czechia",1183,Brandlova,1599/8,14900,Praha-Praha 11
669,4262981,ParcelBox,PBOX PRG Bratří Vencl (OC),50.105613611,14.559055305,PBOX,PRG,Bratří Vencl,OC,"""50.105613611,14.559055305"",","Chlumecká 765, Černý Most, 198 00 Praha-Praha 14, Czechia",1184,Chlumecká,765,19800,Praha-Praha 14
1897,4585697,ParcelBox,PBOX PRG Brigádníků (Myčka),50.075059388,14.507213305,PBOX,PRG,Brigádníků,Myčka,"""50.075059388,14.507213305"",","Úvalská ul, Brigádníků, 100 00 Strašnice, Czechia",1185,Úvalská ul,,10000,Strašnice
294,4535877,ParcelBox,PBOX PRG Brožíkova (Brožíkov),50.071265611,14.388434388,PBOX,PRG,Brožíkova,Brožíkov,"""50.071265611,14.388434388"",","Brožíkova 3, Smíchov, 150 00 Praha-Praha 5, Czechia",1186,Brožíkova,3,15000,Praha-Praha 5
48,4456943,ParcelBox,PBOX PRG Budějovická (Kačerov),50.042246888,14.459594611,PBOX,PRG,Budějovická,Kačerov,"""50.042246888,14.459594611"",","Budějovická 45, 140 00 Praha 4, Czechia",1187,Budějovická,45,14000,Praha 4
992,4331552,ParcelBox,PBOX PRG Budovatelská (EKOTEZ),50.123717805,14.566768305,PBOX,PRG,Budovatelská,EKOTEZ,"""50.123717805,14.566768305"",","Budovatelská 287, 190 15 Praha-Satalice, Czechia",1188,Budovatelská,287,19015,Praha-Satalice
2571,4334123,ParcelBox,PBOX PRG Čakovická (VÚ a SVP),50.118523888,14.505098111,PBOX,PRG,Čakovická,VÚ a SVP,"""50.118523888,14.505098111"",","Okřínecká 796/7, 190 00 Praha 9-Prosek, Czechia",1189,Okřínecká,796/7,19000,Praha 9-Prosek
10,4452846,ParcelBox,PBOX PRG Čerpadlová (Kuchyně),50.101134194,14.507791388,PBOX,PRG,Čerpadlová,Kuchyně,"""50.101134194,14.507791388"",","Čerpadlová 1034/2b, 190 00 Praha 9, Czechia",1190,Čerpadlová,1034/2b,19000,Praha 9
