id2,id,accessPointType,name,latitude,longitude,box_type,city_abbr,street,note,slouceny,address,ID,ulice,cislo,psc,mesto
333,4539380,ParcelBox,PBOX HOE Na Bahnech (Norma),49.014608111,14.495045805,PBOX,HOE,Na Bahnech,Norma,"""49.014608111,14.495045805"",","Na Bahnech 601, 373 61 Hrdějovice, Czechia",401,Na Bahnech,601,37361,Hrdějovice
700,4266992,ParcelBox,PBOX HOL Brněnská (ČS),49.078612805,16.604323611,PBOX,HOL,Brněnská,ČS,"""49.078612805,16.604323611"",","Holasice, 664 61 Holasice-Rajhrad, Czechia",402,Holasice,,66461,Holasice-Rajhrad
692,4266107,ParcelBox,PBOX HOR Masarykova (Merkur),49.835971888,13.892614388,PBOX,HOR,Masarykova,Merkur,"""49.835971888,13.892614388"",","Masarykova 1503/20a, 268 01 Hořovice, Czechia",403,Masarykova,1503/20a,26801,Hořovice
157,4493508,ParcelBox,PBOX HOR Pražská (OC),49.836140805,13.906195305,PBOX,HOR,Pražská,OC,"""49.836140805,13.906195305"",","Pražská 1349/22, 268 01 Hořovice, Czechia",404,Pražská,1349/22,26801,Hořovice
478,4549807,ParcelBox,PBOX HOS Horní Stropnice (Obec),48.760996111,14.733899694,PBOX,HOS,Horní Stropnice,Obec,"""48.760996111,14.733899694"",","Horní Stropnice 47, 373 35 Horní Stropnice, Czechia",405,Horní Stropnice,47,37335,Horní Stropnice
1883,4584208,ParcelBox,PBOX HOT Husova,50.588047,13.809113611,PBOX,HOT,Husova,chybi,"""50.588047,13.809113611"",","Husova 307, 417 52 Hostomice-Hostomice nad Bílinou, Czechia",406,Husova,307,41752,Hostomice-Hostomice nad Bílinou
197,4496222,ParcelBox,PBOX HOV TÁBOROVÁ (PRAMEN),49.591787805,13.103896111,PBOX,HOV,TÁBOROVÁ,PRAMEN,"""49.591787805,13.103896111"",","Táborová 585, 345 62 Holýšov, Czechia",407,Táborová,585,34562,Holýšov
1184,4402523,ParcelBox,PBOX HPC Havlíčk. nám. (COOP TIP),49.541467805,15.355678611,PBOX,HPC,Havlíčk. nám.,COOP TIP,"""49.541467805,15.355678611"",","Havlíčkovo nám. 90, 396 01 Humpolec, Czechia",408,Havlíčkovo nám.,90,39601,Humpolec
1122,4384775,ParcelBox,PBOX HPC Kamarytova (COOP HB),49.544493888,15.35641,PBOX,HPC,Kamarytova,COOP HB,"""49.544493888,15.35641"",","Kamarytova 1329, 396 01 Humpolec, Czechia",409,Kamarytova,1329,39601,Humpolec
3561,4591348,ParcelBox,PBOX HPC Masarykova (strojírn),49.538757805,14.0,PBOX,HPC,Masarykova,strojírn,"""49.538757805,14.0"",","G2Q2+G2 Počaply-Březnice, Czechia",410,G2Q2+G2 Počaply-Březnice,,39601,Humpolec
1160,4393392,ParcelBox,PBOX HPE Bratislavská (Shell),48.932182194,16.749039388,PBOX,HPE,Bratislavská,Shell,"""48.932182194,16.749039388"",","693 01, Hustopeče-Hustopeče u Brna, Czechia",411,,,69301,Hustopeče-Hustopeče u Brna
754,4276455,ParcelBox,PBOX HPE U Větrolamu (Tenesa),48.943586111,16.725127194,PBOX,HPE,U Větrolamu,Tenesa,"""48.943586111,16.725127194"",","U Větrolamu 1161/15, 693 01 Hustopeče-Hustopeče u Brna, Czechia",412,U Větrolamu,1161/15,69301,Hustopeče-Hustopeče u Brna
602,4558676,ParcelBox,PBOX HPL Náměstí,48.765860805,14.031895611,PBOX,HPL,Náměstí,chybi,"""48.765860805,14.031895611"",","Náměstí 38, 382 26 Horní Planá, Czechia",413,Náměstí,38,38226,Horní Planá
3614,4718923,ParcelBox,PBOX HPL Volarská (FLOP),48.766523888,14.029300305,PBOX,HPL,Volarská,FLOP,"""48.766523888,14.029300305"",","Sídl. Míru 295, 382 26 Horní Planá, Czechia",414,Sídl. Míru,295,38226,Horní Planá
923,4310873,ParcelBox,PBOX HRC Opavská (Špacír),49.873798888,17.876404388,PBOX,HRC,Opavská,Špacír,"""49.873798888,17.876404388"",","Opavská 143, 747 41 Hradec nad Moravicí, Czechia",415,Opavská,143,74741,Hradec nad Moravicí
515,4552877,ParcelBox,PBOX HRE Čelakovského (Bam),50.366978888,15.622296888,PBOX,HRE,Čelakovského,Bam,"""50.366978888,15.622296888"",","Čelakovského 2122, 508 01 Hořice-Hořice v Podkrkonoší, Czechia",416,Čelakovského,2122,50801,Hořice-Hořice v Podkrkonoší
89,4476234,ParcelBox,PBOX HRE PodLipou (konzum),50.367938888,15.635307194,PBOX,HRE,PodLipou,konzum,"""50.367938888,15.635307194"",","Přemyslova 372, 508 01 Hořice-Hořice v Podkrkonoší, Czechia",417,Přemyslova,372,50801,Hořice-Hořice v Podkrkonoší
497,4552529,ParcelBox,PBOX HRI Horní Ředice (Obec),50.077094194,15.955999194,PBOX,HRI,Horní Ředice,Obec,"""50.077094194,15.955999194"",","Horní Ředice 122, 533 75 Horní Ředice, Czechia",418,Horní Ředice,122,53375,Horní Ředice
773,4295366,ParcelBox,PBOX HRM Tř.1. Máje (Coloseum),49.5530925,17.735931388,PBOX,HRM,Tř.1. Máje,Coloseum,"""49.5530925,17.735931388"",","Tř. 1. máje 1901, 753 01 Hranice-Hranice 1, Czechia",419,Tř. 1. máje,1901,75301,Hranice-Hranice 1
88,4476231,ParcelBox,PBOX HRN Zborovská (Ekoltes),49.557605,17.750711,PBOX,HRN,Zborovská,Ekoltes,"""49.557605,17.750711"",","Zborovská 606, 753 01 Hranice-Hranice 1, Czechia",420,Zborovská,606,75301,Hranice-Hranice 1
1554,4567312,ParcelBox,PBOX HRO Hrobčice (Skatepar),50.518439388,13.788079694,PBOX,HRO,Hrobčice,Skatepar,"""50.518439388,13.788079694"",","Hrobčice 107, 417 57 Hrobčice, Czechia",421,Hrobčice,107,41757,Hrobčice
1935,4587766,ParcelBox,PBOX HRO Karlovarská (Prima),50.308937194,12.871485805,PBOX,HRO,Karlovarská,Prima,"""50.308937194,12.871485805"",","Karlovarská 37, 362 33 Hroznětín, Czechia",422,Karlovarská,37,36233,Hroznětín
494,4552525,ParcelBox,PBOX HRR Harrachov (Autobus),50.769619694,15.435676694,PBOX,HRR,Harrachov,Autobus,"""50.769619694,15.435676694"",","Harrachov,aut.nádr., 512 46 Harrachov-Harrachov v Krkonoších, Czechia",423,Harrachov,,51246,Harrachov-Harrachov v Krkonoších
331,4539372,ParcelBox,PBOX HRR Nový svět (HARRA),50.781009694,15.420298888,PBOX,HRR,Nový svět,HARRA,"""50.781009694,15.420298888"",","Nový Svět 705, 512 46 Harrachov-Harrachov v Krkonoších, Czechia",424,Nový Svět,705,51246,Harrachov-Harrachov v Krkonoších
1708,4570562,ParcelBox,PBOX HRV Palackého (Hronov),50.476179194,16.183234694,PBOX,HRV,Palackého,Hronov,"""50.476179194,16.183234694"",","Palackého 413, 549 31 Hronov-Hronov 1, Czechia",425,Palackého,413,54931,Hronov-Hronov 1
1074,4353316,ParcelBox,PBOX HSE Litovická (SEWO),50.080971111,14.249830805,PBOX,HSE,Litovická,SEWO,"""50.080971111,14.249830805"",","Litovická 1233, 253 01 Hostivice, Czechia",426,Litovická,1233,25301,Hostivice
1699,4570533,ParcelBox,PBOX HSE Sportovců (Tesco),50.081655611,14.238683111,PBOX,HSE,Sportovců,Tesco,"""50.081655611,14.238683111"",","Sportovců 14, 253 01 Hostivice, Czechia",427,Sportovců,14,25301,Hostivice
536,4554390,ParcelBox,PBOX HSH Těrlická (Potravin),49.799750305,18.477882805,PBOX,HSH,Těrlická,Potravin,"""49.799750305,18.477882805"",","Těrlická 1280/2a, 735 35 Horní Suchá, Czechia",428,Těrlická,1280/2a,73535,Horní Suchá
1494,4564243,ParcelBox,PBOX HST Karlštejnská (Úřad),49.922708888,14.197308111,PBOX,HST,Karlštejnská,Úřad,"""49.922708888,14.197308111"",","Karlštejnská 150, 267 18 Hlásná Třebaň-Karlštejn, Czechia",429,Karlštejnská,150,26718,Hlásná Třebaň-Karlštejn
531,4554001,ParcelBox,PBOX HSV Nám.Republiky (Potravin),50.140639388,12.808336694,PBOX,HSV,Nám.Republiky,Potravin,"""50.140639388,12.808336694"",","nám. Republiky 2, 357 31 Horní Slavkov, Czechia",430,nám. Republiky,2,35731,Horní Slavkov
425,4545725,ParcelBox,PBOX HSV Nová (TESCO),50.135773111,12.796783111,PBOX,HSV,Nová,TESCO,"""50.135773111,12.796783111"",","Nová 101, 357 31 Horní Slavkov, Czechia",431,Nová,101,35731,Horní Slavkov
1149,4391492,ParcelBox,PBOX HTN Dr. E. Beneše (Plus),49.528806111,12.9412025,PBOX,HTN,Dr. E. Beneše,Plus,"""49.528806111,12.9412025"",","Dr. E. Beneše 13, Malé Předměstí, 346 01 Horšovský Týn, Czechia",432,Dr. E. Beneše,13,34601,Horšovský Týn
1920,4587057,ParcelBox,PBOX HTO Solanec.p.S. (Hospoda),49.428919694,18.218095,PBOX,HTO,Solanec.p.S.,Hospoda,"""49.428919694,18.218095"",","Hutisko-Solanec 734, 756 62 Hutisko-Solanec, Czechia",433,Hutisko-Solanec,734,75662,Hutisko-Solanec
1584,4567758,ParcelBox,PBOX HUA Hrušky (hasička),49.127877805,16.831028611,PBOX,HUA,Hrušky,hasička,"""49.127877805,16.831028611"",","Hrušky 2, 683 52 Hrušky, Czechia",434,Hrušky,2,68352,Hrušky
1499,4565038,ParcelBox,PBOX HUD Hanzlíčkova (Úřad),50.631271111,13.710998888,PBOX,HUD,Hanzlíčkova,Úřad,"""50.631271111,13.710998888"",","Kubátova 155, 417 22 Háj u Duchcova, Czechia",435,Kubátova,155,41722,Háj u Duchcova
1671,4569195,ParcelBox,PBOX HUH U Střediska (Kontejne),49.946566694,18.238874194,PBOX,HUH,U Střediska,Kontejne,"""49.946566694,18.238874194"",","U Střediska 271/3, 747 16 Hať-Hať u Hlučína, Czechia",436,U Střediska,271/3,74716,Hať-Hať u Hlučína
202,4496643,ParcelBox,PBOX HUN E. Světlíka (HRUŠK378),49.313126111,17.469970611,PBOX,HUN,E. Světlíka,HRUŠK378,"""49.313126111,17.469970611"",","Eduarda Světlíka 384, 768 24 Hulín, Czechia",437,Eduarda Světlíka,384,76824,Hulín
7,4449200,ParcelBox,PBOX HUN Sadová (COOP),49.309914694,17.475878888,PBOX,HUN,Sadová,COOP,"""49.309914694,17.475878888"",","Sadová 1008, 768 24 Hulín, Czechia",438,Sadová,1008,76824,Hulín
870,4304153,ParcelBox,PBOX HUN Višňovce (Potravin),49.318914694,17.477043888,PBOX,HUN,Višňovce,Potravin,"""49.318914694,17.477043888"",","Višňovce 1215, 768 24 Hulín, Czechia",439,Višňovce,1215,76824,Hulín
1825,4578221,ParcelBox,PBOX HVE Hlavní (Potravin),50.181333611,14.517106694,PBOX,HVE,Hlavní,Potravin,"""50.181333611,14.517106694"",","697, U Špýcharu 25064, 250 64 Hovorčovice-Měšice u Prahy, Czechia",440,U Špýcharu,25064,25064,Hovorčovice-Měšice u Prahy
1639,4568253,ParcelBox,PBOX HVI Hovězí (COOP),49.3039125,18.062521888,PBOX,HVI,Hovězí,COOP,"""49.3039125,18.062521888"",","Hovězí 78, 756 01 Hovězí, Czechia",441,Hovězí,78,75601,Hovězí
446,4548305,ParcelBox,PBOX HVN Hněvotín (U ČS),49.57011,17.185415305,PBOX,HVN,Hněvotín,U ČS,"""49.57011,17.185415305"",","Hněvotín 573, 783 47 Hněvotín, Czechia",442,Hněvotín,573,78347,Hněvotín
1647,4568626,ParcelBox,PBOX HVS Antonína Vaška (OD Tempo),49.899753111,18.093305805,PBOX,HVS,Antonína Vaška,OD Tempo,"""49.899753111,18.093305805"",","Antonína Vaška 9, 747 92 Háj ve Slezsku, Czechia",443,Antonína Vaška,9,74792,Háj ve Slezsku
3495,4584506,ParcelBox,PBOX HVV Dělnická (KOOP),49.784290305,18.436263305,PBOX,HVV,Dělnická,KOOP,"""49.784290305,18.436263305"",","Dělnická 1565/24c, 736 01 Havířov-Havířov 1, Czechia",444,Dělnická,1565/24c,73601,Havířov-Havířov 1
1,4441996,ParcelBox,PBOX HVV Dlouhá třída (OC),49.775506111,18.450683305,PBOX,HVV,Dlouhá třída,OC,"""49.775506111,18.450683305"",","Dlouhá tř. 1623/44D, Podlesí, 736 01 Havířov-Havířov 1, Czechia",445,Dlouhá tř.,1623/44D,73601,Havířov-Havířov 1
1039,4339394,ParcelBox,PBOX HVV E.F.Buriana (Bílý dům),49.777364194,18.436823888,PBOX,HVV,E.F.Buriana,Bílý dům,"""49.777364194,18.436823888"",","REDON - Bílý dům, vchod z parku, E. F. Buriana 869/4a, 736 01 Havířov-Havířov 1, Czechia",446,E. F. Buriana,869/4a,73601,Havířov-Havířov 1
1519,4566299,ParcelBox,PBOX HVV Gen. Svobody (Potravin),49.8018475,18.414384388,PBOX,HVV,Gen. Svobody,Potravin,"""49.8018475,18.414384388"",","Gen. Svobody 20, 736 01 Havířov-Havířov 1, Czechia",447,Gen. Svobody,20,73601,Havířov-Havířov 1
1515,4566293,ParcelBox,PBOX HVV Hornická (Potravin),49.793283611,18.450211111,PBOX,HVV,Hornická,Potravin,"""49.793283611,18.450211111"",","Hornická 1397/9a, 735 64 Havířov-Havířov 4, Czechia",448,Hornická,1397/9a,73564,Havířov-Havířov 4
1038,4339388,ParcelBox,PBOX HVV Jarošova (Stavočes),49.796166694,18.4031775,PBOX,HVV,Jarošova,Stavočes,"""49.796166694,18.4031775"",","Jarošova 1, 736 01 Havířov 1, Czechia",449,Jarošova,1,73601,Havířov 1
1137,4389970,ParcelBox,PBOX HVV Kollárova (B4B),49.7715375,18.4488625,PBOX,HVV,Kollárova,B4B,"""49.7715375,18.4488625"",","Kollárova 1474/1A, Podlesí, 736 01 Havířov-Havířov 1, Czechia",450,Kollárova,1474/1A,73601,Havířov-Havířov 1
1518,4566298,ParcelBox,PBOX HVV Lidická (SEMAG),49.799284194,18.400519194,PBOX,HVV,Lidická,SEMAG,"""49.799284194,18.400519194"",","Lidická 886/43, 736 01 Havířov 1, Czechia",451,Lidická,886/43,73601,Havířov 1
539,4554394,ParcelBox,PBOX HVV Marie Pujmanové (Potravin),49.794089194,18.397363888,PBOX,HVV,Marie Pujmanové,Potravin,"""49.794089194,18.397363888"",","M. Pujmanové 524/1A, Šumbark, 736 01 Havířov-Havířov 1, Czechia",452,M. Pujmanové,524/1A,73601,Havířov-Havířov 1
1520,4566300,ParcelBox,PBOX HVV Mládežnická (Potravin),49.7794725,18.455856111,PBOX,HVV,Mládežnická,Potravin,"""49.7794725,18.455856111"",","Mládežnická 1575/8, Podlesí, 736 01 Havířov-Havířov 1, Czechia",453,Mládežnická,1575/8,73601,Havířov-Havířov 1
1861,4581544,ParcelBox,PBOX HVV Moravská (Papin),49.801062194,18.419963305,PBOX,HVV,Moravská,Papin,"""49.801062194,18.419963305"",","Moravská 516/18, Šumbark, 736 01 Havířov-Havířov 1, Czechia",454,Moravská,516/18,73601,Havířov-Havířov 1
1721,4570995,ParcelBox,PBOX HVV Studentská (Střela),49.777510805,18.458018111,PBOX,HVV,Studentská,Střela,"""49.777510805,18.458018111"",","Studentská 1592/9A, 736 01 Havířov-Havířov 1, Czechia",455,Studentská,1592/9A,73601,Havířov-Havířov 1
1514,4566291,ParcelBox,PBOX HVV Těšínská (Kopec),49.762054694,18.4642475,PBOX,HVV,Těšínská,Kopec,"""49.762054694,18.4642475"",","Těšínská 1100/50A, Bludovice, 736 01 Havířov-Havířov 1, Czechia",456,Těšínská,1100/50A,73601,Havířov-Havířov 1
389,4542844,ParcelBox,PBOX HVV Železničářů (TESCO),49.791066694,18.420067194,PBOX,HVV,Železničářů,TESCO,"""49.791066694,18.420067194"",","Železničářů 1303/8, 736 01 Havířov-Havířov 1, Czechia",457,Železničářů,1303/8,73601,Havířov-Havířov 1
1790,4575242,ParcelBox,PBOX HVV Železničářů (TIXE),49.789090611,18.409426388,PBOX,HVV,Železničářů,TIXE,"""49.789090611,18.409426388"",","Železničářů 1529, 736 01 Havířov-Havířov 1, Czechia",458,Železničářů,1529,73601,Havířov-Havířov 1
135,4490505,ParcelBox,PBOX HZE Strakonická (Penny),49.322237194,13.7023125,PBOX,HZE,Strakonická,Penny,"""49.322237194,13.7023125"",","Loretská 169, 341 01 Horažďovice, Czechia",459,Loretská,169,34101,Horažďovice
293,4535873,ParcelBox,PBOX CHB Dragounská (OBI),50.073034388,12.36842,PBOX,CHB,Dragounská,OBI,"""50.073034388,12.36842"",","Dragounská 2563/4, 350 02 Cheb-Cheb 2, Czechia",460,Dragounská,2563/4,35002,Cheb-Cheb 2
964,4328609,ParcelBox,PBOX CHB Evropská (IQ Wash),50.073313611,12.374040805,PBOX,CHB,Evropská,IQ Wash,"""50.073313611,12.374040805"",","Svobody 350 02, 350 02 Cheb-Cheb 2, Czechia",461,Svobody 350,2,35002,Cheb-Cheb 2
935,4323894,ParcelBox,PBOX CHB Wolkerova (IQ Wash),50.08184,12.381101694,PBOX,CHB,Wolkerova,IQ Wash,"""50.08184,12.381101694"",","Wolkerova 2743/32, 350 02 Cheb-Cheb 2, Czechia",462,Wolkerova,2743/32,35002,Cheb-Cheb 2
78,4474591,ParcelBox,PBOX CHE U Kultur.domu (COOP),50.035349388,15.412548111,PBOX,CHE,U Kultur.domu,COOP,"""50.035349388,15.412548111"",","bývalá pobočka ČS, a.s, U Kult. domu 351, 533 12 Chvaletice, Czechia",463,U Kult. domu,351,53312,Chvaletice
431,4546868,ParcelBox,PBOX CHM Adámkova (POTRAVIN),50.462231694,13.39551,PBOX,CHM,Adámkova,POTRAVIN,"""50.462231694,13.39551"",","Klicperova 4873, 430 03 Chomutov-Chomutov 3, Czechia",464,Klicperova,4873,43003,Chomutov-Chomutov 3
432,4546869,ParcelBox,PBOX CHM Cihlářská (Potravin),50.471081888,13.406559194,PBOX,CHM,Cihlářská,Potravin,"""50.471081888,13.406559194"",","Blatenská 4040, 430 03 Chomutov-Chomutov 3, Czechia",465,Blatenská,4040,43003,Chomutov-Chomutov 3
92,4476854,ParcelBox,PBOX CHM Černovická (UNIHOBBY),50.457033888,13.396071111,PBOX,CHM,Černovická,UNIHOBBY,"""50.457033888,13.396071111"",","Nádražní 593, 430 03 Chomutov-Chomutov 3, Czechia",466,Nádražní,593,43003,Chomutov-Chomutov 3
1125,4385334,ParcelBox,PBOX CHM JIRÁSKOVA (JITŘENKA),50.470230611,13.398210305,PBOX,CHM,JIRÁSKOVA,JITŘENKA,"""50.470230611,13.398210305"",","Jiráskova 4170, 430 03 Chomutov-Chomutov 3, Czechia",467,Jiráskova,4170,43003,Chomutov-Chomutov 3
1169,4394192,ParcelBox,PBOX CHM JIRÁSKOVA (PARKOVIŠ),50.466388305,13.406313111,PBOX,CHM,JIRÁSKOVA,PARKOVIŠ,"""50.466388305,13.406313111"",","Jiráskova 5959, 430 03 Chomutov-Chomutov 3, Czechia",468,Jiráskova,5959,43003,Chomutov-Chomutov 3
1260,4440374,ParcelBox,PBOX CHM Písečná (LIDL),50.488811388,13.446411888,PBOX,CHM,Písečná,LIDL,"""50.488811388,13.446411888"",","Písečná 5583, 430 04 Chomutov 4, Czechia",469,Písečná,5583,43004,Chomutov 4
1538,4566980,ParcelBox,PBOX CHM Písečná (TESCO),50.484660305,13.437023888,PBOX,CHM,Písečná,TESCO,"""50.484660305,13.437023888"",","Písečná 5376, 430 00 Chomutov-Chomutov 4, Czechia",470,Písečná,5376,43000,Chomutov-Chomutov 4
1124,4385333,ParcelBox,PBOX CHM POD BŘÍZAMI (POTRAVIN),50.491305305,13.438580305,PBOX,CHM,POD BŘÍZAMI,POTRAVIN,"""50.491305305,13.438580305"",","Pod Břízami 5251, 430 04 Chomutov-Chomutov 4, Czechia",471,Pod Břízami,5251,43004,Chomutov-Chomutov 4
896,4305870,ParcelBox,PBOX CHM Pod Strážiště (LIDL),50.476056111,13.409550805,PBOX,CHM,Pod Strážiště,LIDL,"""50.476056111,13.409550805"",","Pod Strážištěm 5723, 430 04 Chomutov-Chomutov 4, Czechia",472,Pod Strážištěm,5723,43004,Chomutov-Chomutov 4
688,4265936,ParcelBox,PBOX CHM Žižkovo nám. (OC),50.460897805,13.415451111,PBOX,CHM,Žižkovo nám.,OC,"""50.460897805,13.415451111"",","Žižkovo nám. 5762, 430 01 Chomutov-Chomutov 1, Czechia",473,Žižkovo nám.,5762,43001,Chomutov-Chomutov 1
1553,4567311,ParcelBox,PBOX CHO Chotyně (Obec),50.835543305,14.869219388,PBOX,CHO,Chotyně,Obec,"""50.835543305,14.869219388"",","Chotyně 158, 463 34 Chotyně, Czechia",474,Chotyně,158,46334,Chotyně
3563,4626651,ParcelBox,PBOX CHO Podhomolí (Konzum),49.99755,16.214479694,PBOX,CHO,Podhomolí,Konzum,"""49.99755,16.214479694"",","Ruská, Podhomolí 1555, 565 01 Choceň-Choceň 1, Czechia",475,Podhomolí,1555,56501,Choceň-Choceň 1
184,4495326,ParcelBox,PBOX CHR Dašická (Mercia),49.9562375,15.799790805,PBOX,CHR,Dašická,Mercia,"""49.9562375,15.799790805"",","Dašická 1228, 537 01 Chrudim-Chrudim 1, Czechia",476,Dašická,1228,53701,Chrudim-Chrudim 1
1183,4402519,ParcelBox,PBOX CHR Dr.M.Horákové (TESCO),49.937248305,15.802418111,PBOX,CHR,Dr.M.Horákové,TESCO,"""49.937248305,15.802418111"",","Dr.Milady Horákové 10, 537 01 Chrudim-Chrudim 1, Czechia",477,Dr.Milady Horákové,10,53701,Chrudim-Chrudim 1
371,4541707,ParcelBox,PBOX CHR Na Ostrově (Sampadar),49.942780305,15.795053611,PBOX,CHR,Na Ostrově,Sampadar,"""49.942780305,15.795053611"",","177, Na Ostrově, 537 01 Chrudim-Chrudim 1, Czechia",478,Na Ostrově,,53701,Chrudim-Chrudim 1
146,4492430,ParcelBox,PBOX CHR NaRozhledně (Šatlava),49.954006694,15.779775305,PBOX,CHR,NaRozhledně,Šatlava,"""49.954006694,15.779775305"",","Chrudim, Na rozhledně, 537 01 Chrudim-Chrudim 1, Czechia",479,Na rozhledně,,53701,Chrudim-Chrudim 1
910,4308378,ParcelBox,PBOX CHR Palackého tř. (COOP),49.946849694,15.791610805,PBOX,CHR,Palackého tř.,COOP,"""49.946849694,15.791610805"",","Palackého tř. 764, 537 01 Chrudim-Chrudim 1, Czechia",480,Palackého tř.,764,53701,Chrudim-Chrudim 1
968,4328619,ParcelBox,PBOX CHR Topolská (Home st),49.951013888,15.816274194,PBOX,CHR,Topolská,Home st,"""49.951013888,15.816274194"",","Topolská 1204, 537 05 Chrudim-Chrudim IV, Czechia",481,Topolská,1204,53705,Chrudim-Chrudim IV
407,4544464,ParcelBox,PBOX CHV Bílkova (zastávka),49.403130305,14.806051111,PBOX,CHV,Bílkova,zastávka,"""49.403130305,14.806051111"",","Bílkova 294/294, 391 55 Chýnov, Czechia",482,Bílkova,294/294,39155,Chýnov
1459,4561222,ParcelBox,PBOX INH Palackého nám. (HRUŠKA),49.305176111,17.092141694,PBOX,INH,Palackého nám.,HRUŠKA,"""49.305176111,17.092141694"",","Palackého nám. 145/16, 683 23 Ivanovice na Hané, Czechia",483,Palackého nám.,145/16,68323,Ivanovice na Hané
812,4299544,ParcelBox,PBOX IVC Na Hrázi (TJ Sokol),49.094599694,16.364916888,PBOX,IVC,Na Hrázi,TJ Sokol,"""49.094599694,16.364916888"",","Na Hrázi 169/25, Alexovice, 664 91 Ivančice, Czechia",484,Na Hrázi,169/25,66491,Ivančice
1227,4425531,ParcelBox,PBOX IVC Oslavanská (TESCO),49.103947805,16.365052805,PBOX,IVC,Oslavanská,TESCO,"""49.103947805,16.365052805"",","Oslavanská 1548, 664 91 Ivančice, Czechia",485,Oslavanská,1548,66491,Ivančice
338,4540499,ParcelBox,PBOX IVC Rybářská (Sokol),49.100171694,16.382491694,PBOX,IVC,Rybářská,Sokol,"""49.100171694,16.382491694"",","Rybářská 33, 664 91 Ivančice, Czechia",486,Rybářská,33,66491,Ivančice
1677,4569209,ParcelBox,PBOX JAB Dalešická (Zastávka),50.700616111,15.177571111,PBOX,JAB,Dalešická,Zastávka,"""50.700616111,15.177571111"",","Dalešická 184, 468 01 Jablonec nad Nisou-Jablonec nad Nisou 8, Czechia",487,Dalešická,184,46801,Jablonec nad Nisou-Jablonec nad Nisou 8
1555,4567313,ParcelBox,PBOX JAB JablnadJizer (MOL),50.699558888,15.43472,PBOX,JAB,JablnadJizer,MOL,"""50.699558888,15.43472"",","Jablonec nad Jizerou 800, 512 43 Jablonec nad Jizerou, Czechia",488,Jablonec nad Jizerou,800,51243,Jablonec nad Jizerou
254,4506912,ParcelBox,PBOX JBA Jablůnka (REPO-REC),49.384459694,17.950759194,PBOX,JBA,Jablůnka,REPO-REC,"""49.384459694,17.950759194"",","Jablůnka 54, 756 23 Jablůnka, Czechia",489,Jablůnka,54,75623,Jablůnka
1218,4422355,ParcelBox,PBOX JBN NA KOPCI (PRAMEN),50.723509694,15.155106888,PBOX,JBN,NA KOPCI,PRAMEN,"""50.723509694,15.155106888"",","Na Kopci 3297/8, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia",490,Na Kopci,3297/8,46601,Jablonec nad Nisou-Jablonec nad Nisou 1
764,4279089,ParcelBox,PBOX JBN Podhorská (Vendys),50.733130611,15.187880805,PBOX,JBN,Podhorská,Vendys,"""50.733130611,15.187880805"",","150a, Podhorská 5265, 466 02 Jablonec nad Nisou-Jablonec nad Nisou 2, Czechia",491,Podhorská,5265,46602,Jablonec nad Nisou-Jablonec nad Nisou 2
1204,4418623,ParcelBox,PBOX JBN RIEGROVA (BARVY),50.731553305,15.160966694,PBOX,JBN,RIEGROVA,BARVY,"""50.731553305,15.160966694"",","Riegrova 4067/38, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia",492,Riegrova,4067/38,46601,Jablonec nad Nisou-Jablonec nad Nisou 1
1232,4429415,ParcelBox,PBOX JBN ROOSEVELTOVA (Kadeřnic),50.731254194,15.165938111,PBOX,JBN,ROOSEVELTOVA,Kadeřnic,"""50.731254194,15.165938111"",","Rooseveltova 2850/1, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia",493,Rooseveltova,2850/1,46601,Jablonec nad Nisou-Jablonec nad Nisou 1
1510,4566281,ParcelBox,PBOX JBN Smetanova (Servis),50.729038611,15.174835805,PBOX,JBN,Smetanova,Servis,"""50.729038611,15.174835805"",","Smetanova 69, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia",494,Smetanova,69,46601,Jablonec nad Nisou-Jablonec nad Nisou 1
359,4541535,ParcelBox,PBOX JBN Zemědělská (KOVOM),50.747563611,15.135591111,PBOX,JBN,Zemědělská,KOVOM,"""50.747563611,15.135591111"",","Zemědělská 47, Lukášov, 466 05 Jablonec nad Nisou-Jablonec nad Nisou 5, Czechia",495,Zemědělská,47,46605,Jablonec nad Nisou-Jablonec nad Nisou 5
335,4539417,ParcelBox,PBOX JBN Želivského (OBI),50.734281388,15.159516388,PBOX,JBN,Želivského,OBI,"""50.734281388,15.159516388"",","Želivského 5231/2a, 466 05 Jablonec nad Nisou-Jablonec nad Nisou 5, Czechia",496,Želivského,5231/2a,46605,Jablonec nad Nisou-Jablonec nad Nisou 5
538,4554393,ParcelBox,PBOX JBV Alej míru (Potravin),49.571678111,18.758880611,PBOX,JBV,Alej míru,Potravin,"""49.571678111,18.758880611"",","Alej míru 321, 739 91 Jablunkov, Czechia",497,Alej míru,321,73991,Jablunkov
1505,4566273,ParcelBox,PBOX JCN Boženy Němcové (obchod),50.437802805,15.349300305,PBOX,JCN,Boženy Němcové,obchod,"""50.437802805,15.349300305"",","B. Němcové 50, 506 01 Jičín-Jičín 1, Czechia",498,B. Němcové,50,50601,Jičín-Jičín 1
